Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
512,,,USA,Reservoir,3.2,7.60E+07,5.75E+08,7.67E+00,4.24E+00,2.23E+00,,,,,,,3.64E+02,1.01E+02,1.98E-03,2.00E-03,,,,,,,,,,,,,,,,,
513,,,USA,Reservoir,11.8084507,1.05E+07,1.00E+07,1.60E+02,,,-1.39E-04,-1.37E-04,,,,,4.62E+03,3.30E+03,2.66E-03,3.31E-03,,,,,,,,,,,,,,,,,
514,,,USA,Reservoir,14.79159665,1.78E+06,2.72E+08,2.10E+02,,,3.19E-03,4.53E-03,,,,,2.26E+01,9.93E+00,2.74E-03,3.70E-03,,,,,,,,,,,,,,,,,
515,,,USA,Reservoir,15.75562701,1.61E+06,1.25E+08,4.49E+01,,,3.08E-03,3.30E-03,,,,,3.74E+01,3.05E+01,1.14E-02,1.49E-02,,,,,,,,,,,,,,,,,
517,,,USA,Reservoir,18.2,1.62E+09,8.91E+08,1.28E+01,3.53E+00,1.34E+00,9.01E-03,9.55E-03,,,,,3.22E+04,2.43E+03,9.28E-03,9.85E-03,,,,,,,,,,,,,,,,,
518,,,USA,Reservoir,18.76923077,9.58E+05,3.09E+08,9.60E+01,,,-2.63E-03,-2.33E-03,,,,,1.20E+01,1.08E+01,8.78E-03,1.38E-02,,,,,,,,,,,,,,,,,
519,,,USA,Reservoir,29.40663176,3.95E+06,2.95E+08,1.05E+02,,,1.31E-03,1.41E-03,,,,,6.53E+02,3.78E+02,5.09E-03,6.73E-03,,,,,,,,,,,,,,,,,
520,,,USA,Reservoir,5.118098129,3.18E+05,2.43E+07,2.47E+02,,,-3.26E-03,-2.24E-03,,,,,2.65E+01,1.79E+01,3.31E-03,5.13E-03,,,,,,,,,,,,,,,,,
521,,,Ohio (USA),Reservoir,7.6,2.30E+07,6.20E+08,1.28E+01,,,9.02E-03,9.56E-03,,,,,2.19E+01,1.37E+01,3.43E-02,4.31E-02,,,,,,,,,,,,,,,,,
522,,,USA,Reservoir,3,1.52E+08,1.70E+07,9.13E+00,6.58E-02,6.28E-02,,,,,,,7.05E+03,5.58E+03,3.04E-02,3.51E-02,,,,,,,,,,,,,,,,,
523,,,USA,Reservoir,6,4.49E+07,2.00E+08,2.20E+02,4.56E+00,3.38E+00,2.62E-03,3.54E-03,,,,,6.45E+02,3.86E+02,8.01E-04,8.76E-04,,,,,,,,,,,,,,,,,
524,,,USA,Reservoir,3.2,5.83E+06,5.10E+07,1.13E+02,2.12E-01,2.07E-01,5.72E-03,8.03E-03,,,,,9.84E+01,7.10E+01,1.33E-02,3.09E-02,,,,,,,,,,,,,,,,,
525,,,USA,Reservoir,15.1,1.50E+08,8.91E+08,1.72E+01,2.56E+00,1.94E+00,1.61E-02,1.86E-02,,,,,6.10E+02,1.30E+02,5.85E-02,1.01E-01,,,,,,,,,,,,,,,,,
526,,,USA,Reservoir,3.7,1.90E+05,2.80E+09,2.58E+02,,,1.96E-03,2.55E-03,,,,,1.53E-01,1.09E-02,1.88E-03,2.42E-03,,,,,,,,,,,,,,,,,
527,,,USA,Reservoir,20.32169009,1.19E+07,1.00E+08,6.95E+02,,,2.58E-03,7.23E-03,,,,,4.79E+02,3.75E+02,1.89E-03,3.92E-03,,,,,,,,,,,,,,,,,
528,,,USA,Reservoir,4.6,1.88E+07,3.09E+08,1.96E+02,1.54E+00,1.04E+00,,,,,,,9.59E+01,5.06E+01,9.99E-03,3.11E-02,,,,,,,,,,,,,,,,,
529,,,USA,Reservoir,23.42307692,2.60E+07,5.50E+08,1.05E+02,,,-2.37E-03,-2.10E-03,,,,,1.03E+02,3.34E+01,1.14E-03,1.21E-03,,,,,,,,,,,,,,,,,
530,,,Alabama (USA),Reservoir,12,1.05E+07,4.57E+08,5.11E+00,1.73E+00,8.09E-01,-4.97E-02,-4.39E-02,,,,,8.91E+01,2.96E+01,2.69E-02,2.89E-02,,,,,,,,,,,,,,,,,
531,,,USA,Reservoir,3.4,1.85E+07,8.38E+07,7.63E+01,,,-2.98E-04,-2.94E-04,,,,,7.79E+02,5.15E+02,5.07E-03,6.19E-03,,,,,,,,,,,,,,,,,
532,,,USA,Reservoir,20,1.09E+07,6.00E+07,8.94E+01,1.50E-01,1.40E-01,1.03E-03,1.08E-03,,,,,2.41E+02,1.51E+02,1.86E-02,4.76E-02,,,,,,,,,,,,,,,,,
533,,,Kansas (USA),Reservoir,19.5,1.74E+08,5.89E+08,2.01E+01,3.37E+00,2.28E+00,2.71E-02,3.60E-02,,,,,1.75E+03,3.61E+02,3.80E-02,5.69E-02,,,,,,,,,,,,,,,,,
534,,,USA,Reservoir,4.101910828,3.93E+07,1.23E+08,1.15E+02,,,,,,,,,6.94E+02,3.45E+02,1.60E-02,4.64E-02,,,,,,,,,,,,,,,,,
535,,,USA,Reservoir,15.8,5.22E+07,3.39E+08,2.41E+01,1.81E+00,1.73E+00,3.15E-02,4.72E-02,,,,,6.78E+02,3.23E+02,5.28E-02,1.07E-01,,,,,,,,,,,,,,,,,
536,,,USA,Reservoir,9.8,3.60E+08,4.07E+08,1.05E+02,3.00E+00,1.31E+00,8.33E-03,1.33E-02,,,,,8.50E+03,1.92E+03,1.50E-02,3.65E-02,,,,,,,,,,,,,,,,,
537,,,USA,Reservoir,58,2.35E+08,2.18E+09,1.60E+02,,,4.62E-03,6.83E-03,,,,,3.18E+04,2.93E+04,8.09E-03,1.65E-02,,,,,,,,,,,,,,,,,
538,,,USA,Reservoir,14.94949495,3.96E+07,5.60E+08,8.94E+01,,,2.57E-03,2.89E-03,,,,,6.95E+01,6.37E+01,8.02E-03,1.17E-02,,,,,,,,,,,,,,,,,
539,,,Kansas (USA),Reservoir,6.256482577,7.71E+05,9.04E+07,4.00E+02,,,1.55E-03,2.15E-03,,,,,1.29E+01,7.14E+00,5.44E-03,1.95E-02,,,,,,,,,,,,,,,,,
540,,,USA,Reservoir,7.8,5.06E+07,3.55E+08,9.13E+00,4.76E+00,2.23E+00,5.04E-02,6.40E-02,,,,,3.21E+03,4.11E+02,2.95E-02,3.39E-02,,,,,,,,,,,,,,,,,
541,,,USA,Reservoir,7.6,5.06E+07,4.20E+08,3.32E+01,,,1.11E-02,1.34E-02,,,,,9.75E+02,2.59E+02,2.85E-02,4.74E-02,,,,,,,,,,,,,,,,,
542,,,Indiana (USA),Reservoir,21.1,1.86E+07,1.37E+09,1.67E+02,1.62E+03,8.74E+02,1.65E-03,1.91E-03,,,,,3.31E+02,7.17E+01,5.81E-03,9.81E-03,,,,,,,,,,,,,,,,,
543,,,USA,Reservoir,10.68732323,5.33E+06,6.45E+09,6.57E+00,,,1.06E-02,1.09E-02,,,,,4.23E+01,6.87E+00,2.17E-02,2.33E-02,,,,,,,,,,,,,,,,,
544,,,Ohio (USA),Reservoir,7.3,5.09E+07,1.50E+09,3.03E+01,,,9.12E-03,1.05E-02,,,,,2.29E+02,1.27E+02,9.47E-04,9.60E-04,,,,,,,,,,,,,,,,,
545,,,USA,Reservoir,16,1.30E+06,1.02E+09,1.36E+02,,,2.54E-03,3.04E-03,,,,,6.67E+00,8.31E-01,6.52E-03,1.05E-02,,,,,,,,,,,,,,,,,
546,,,USA,Reservoir,16,1.30E+06,8.15E+08,1.31E+01,,,2.10E-02,2.42E-02,,,,,2.00E+00,7.72E-01,7.90E-02,1.39E-01,,,,,,,,,,,,,,,,,
547,,,USA,Reservoir,5.9,1.83E+08,8.30E+07,2.10E+02,2.33E-01,2.61E-01,3.07E-03,4.31E-03,,,,,3.44E+03,3.25E+03,6.11E-03,1.24E-02,,,,,,,,,,,,,,,,,
548,,,USA,Reservoir,24.47368421,2.28E+07,6.88E+08,3.25E+02,,,2.97E-03,5.00E-03,,,,,1.13E+02,2.66E+01,7.95E-03,3.77E-02,,,,,,,,,,,,,,,,,
549,,,USA,Reservoir,7.304054054,1.48E+08,3.52E+07,6.21E+00,,,7.47E-03,7.65E-03,,,,,3.37E+03,2.27E+03,3.77E-02,4.25E-02,,,,,,,,,,,,,,,,,
550,,,USA,Reservoir,5.283516484,2.28E+08,2.19E+07,7.30E+01,,,4.10E-03,4.78E-03,,,,,5.26E+03,8.42E+03,7.02E-03,9.17E-03,,,,,,,,,,,,,,,,,
551,,,USA,Reservoir,18.2,6.55E+06,8.20E+08,1.86E+01,,,1.26E-03,1.27E-03,,,,,1.16E+01,1.03E+01,1.76E-02,2.08E-02,,,,,,,,,,,,,,,,,
552,,,USA,Reservoir,18.2,4.13E+06,7.66E+08,3.25E+02,,,8.51E-04,9.80E-04,,,,,7.44E+00,6.17E+00,4.76E-03,1.14E-02,,,,,,,,,,,,,,,,,
553,,,USA,Reservoir,12.2555205,6.34E+07,1.32E+07,1.13E+02,,,3.47E-03,4.25E-03,,,,,9.05E+03,8.41E+03,5.68E-03,7.95E-03,,,,,,,,,,,,,,,,,
554,,,USA,Reservoir,7.3,3.65E+07,2.33E+09,1.67E+02,,,4.55E-03,6.81E-03,,,,,3.88E+01,1.95E+01,6.60E-03,1.20E-02,,,,,,,,,,,,,,,,,
555,,,USA,Reservoir,10.8,1.09E+08,2.00E+10,2.19E+01,3.09E+02,3.12E+02,3.16E-03,3.27E-03,,,,,5.57E+01,1.15E+01,2.13E-02,2.72E-02,,,,,,,,,,,,,,,,,
556,,,USA,Reservoir,16.31383548,1.06E+07,1.05E+09,2.15E+02,,,1.82E-03,2.23E-03,,,,,3.92E+01,8.30E+00,7.33E-03,1.78E-02,,,,,,,,,,,,,,,,,
557,,,USA,Reservoir,18.21273362,1.37E+07,1.23E+09,1.24E+02,,,3.73E-04,3.82E-04,,,,,4.82E+01,8.51E+00,5.98E-03,8.86E-03,,,,,,,,,,,,,,,,,
558,,,USA,Reservoir,13.1147541,3.05E+06,2.11E+08,1.49E+02,,,5.58E-03,8.69E-03,,,,,1.71E+02,1.24E+02,1.00E-02,2.31E-02,,,,,,,,,,,,,,,,,
559,,,Kansas (USA),Reservoir,15.71428571,2.10E+06,1.74E+08,1.30E+02,,,5.86E-03,8.78E-03,,,,,1.24E+02,1.24E+02,1.59E-02,5.26E-02,,,,,,,,,,,,,,,,,
560,,,USA,Reservoir,13,1.00E+06,6.87E+07,3.03E+01,,,-3.81E-03,-3.59E-03,,,,,1.24E+02,7.78E+01,1.86E-03,1.92E-03,,,,,,,,,,,,,,,,,
561,2669,206,,CWSF,0.7,2.4E+04,3.0E+04,2.08E+02,1.95E-01,5.62E-02,5.99E-03,1.19E-02,1.43E-01,3.14E-03,1.84E-02,,8.83E-03,0.00E+00,,,5.47E-03,7.11E-04,9.80E-03,3.22E-02,,,,,,,,,,,,,
562,1469,11,,CWSF,,2.1E+05,5.0E+05,1.61E+02,2.95E+01,2.00E+00,1.67E-02,8.57E-02,,,,,9.16E+00,6.49E+00,2.14E-03,2.55E-03,,,,,,,,,,,,,,,,,
563,2732,210,,CWSF,0.5,1.1E+06,4.9E+05,1.20E+02,,,,,2.42E+00,1.10E-01,2.58E-02,,,,,,1.10E-01,2.09E+00,-2.45E-02,-7.89E-03,,,,,,,,,,,,,
564,2102,22,,CWSF,0.149416667,2.8E+05,2.4E+05,1.18E+02,9.81E+00,1.02E+00,1.93E-02,7.37E-02,6.69E+00,9.32E-02,3.64E-02,,2.86E+00,4.89E-02,3.46E-02,4.89E-01,,,,,,,,,,,,,,,,,
565,2699,206,,CWSF,0.7,2.4E+04,7.5E+04,1.10E+02,6.70E-01,1.34E-01,1.47E-02,3.64E-02,5.32E-02,5.28E-03,2.11E-02,,3.07E-02,1.92E-03,2.53E-02,1.37E-01,1.05E-02,1.21E-03,1.97E-02,6.98E-02,,,,,,,,,,,,,
566,2959,305,,CWSF,0.4572,2.2E+05,5.0E+05,9.49E+01,2.75E+01,3.88E+00,2.06E-02,6.42E-02,1.19E+01,6.46E-01,3.07E-02,,3.58E+00,1.84E-01,3.13E-02,1.95E-01,3.58E+00,1.10E-01,3.67E-02,3.33E-01,,,,,,,,,,,,,
567,2668,206,,CWSF,0.7,2.4E+04,5.7E+04,8.46E+01,2.86E-01,8.58E-02,1.42E-02,2.76E-02,2.21E-03,2.77E-03,-2.65E-03,,3.51E-02,1.47E-03,3.75E-02,2.70E-01,9.64E-03,7.87E-04,2.96E-02,1.33E-01,,,,,,,,,,,,,
568,2671,206,,CWSF,0.7,2.4E+04,7.9E+04,7.84E+01,,,,,2.27E-01,1.94E-02,3.13E-02,,,,,,,,,,,,,,,,,,,,,,
569,2664,206,,CWSF,0.7,2.4E+04,1.2E+05,7.78E+01,,,,,,,,,1.59E-02,1.24E-02,3.20E-03,3.64E-03,,,,,,,,,,,,,,,,,
570,2154,22,,CWSF,0.16275,2.8E+05,2.2E+05,7.59E+01,1.93E+01,7.81E-01,4.23E-02,3.13E-01,1.61E+01,1.24E-02,9.44E-02,,4.27E+00,1.15E-01,4.77E-02,4.78E-01,,,,,,,,,,,,,,,,,
571,2672,206,,CWSF,0.7,2.4E+04,8.2E+04,7.57E+01,,,,,2.45E-01,1.78E-02,3.46E-02,,,,,,,,,,,,,,,,,,,,,,
572,2120,22,,CWSF,0.1255,2.8E+05,2.9E+05,7.32E+01,1.19E+01,1.22E+00,3.11E-02,1.20E-01,8.51E+00,4.04E-02,7.30E-02,,2.71E+00,7.77E-02,4.85E-02,4.63E-01,,,,,,,,,,,,,,,,,
573,2137,22,,CWSF,0.153083333,2.8E+05,2.8E+05,7.05E+01,1.84E+01,1.80E+00,3.30E-02,1.31E-01,1.63E+01,4.70E-02,8.30E-02,,3.61E+00,1.93E-01,4.16E-02,2.52E-01,,,,,,,,,,,,,,,,,
574,2117,22,,CWSF,0.164,2.8E+05,2.7E+05,6.84E+01,1.02E+01,1.14E+00,3.21E-02,1.16E-01,8.24E+00,1.93E-02,8.85E-02,,2.22E+00,7.59E-02,4.94E-02,4.13E-01,,,,,,,,,,,,,,,,,
575,2952,305,,CWSF,0.9144,2.2E+05,7.6E+05,6.71E+01,1.89E+01,2.00E+01,-8.63E-04,-8.39E-04,4.26E+00,5.29E+00,-3.23E-03,,4.26E+00,2.53E+00,7.76E-03,1.02E-02,2.96E+00,2.25E+00,4.07E-03,4.68E-03,,,,,,,,,,,,,
576,2151,22,,CWSF,0.17,2.8E+05,2.5E+05,6.49E+01,2.19E+01,1.87E+00,3.79E-02,1.65E-01,1.93E+01,2.79E-02,1.01E-01,,4.81E+00,2.76E-01,4.40E-02,2.53E-01,,,,,,,,,,,,,,,,,
577,2957,305,,CWSF,0.42672,2.2E+05,5.0E+05,6.44E+01,3.10E+01,1.47E+00,4.74E-02,3.12E-01,1.10E+01,3.43E-01,5.38E-02,,3.30E+00,3.21E-01,3.62E-02,1.44E-01,2.86E+00,3.21E-01,3.40E-02,1.23E-01,,,,,,,,,,,,,
578,2099,22,,CWSF,0.171666667,2.8E+05,4.0E+05,6.23E+01,1.12E+01,1.18E+00,3.62E-02,1.37E-01,1.00E+01,5.47E-03,1.21E-01,,2.55E+00,2.53E-02,7.40E-02,1.60E+00,,,,,,,,,,,,,,,,,
579,2150,22,,CWSF,0.183,2.8E+05,2.9E+05,6.00E+01,2.48E+01,1.98E+00,4.21E-02,1.92E-01,1.82E+01,1.56E-01,7.93E-02,,4.13E+00,2.32E-01,4.80E-02,2.80E-01,,,,,,,,,,,,,,,,,
580,2698,206,,CWSF,0.7,2.4E+04,1.0E+05,5.88E+01,9.62E-01,3.24E-01,1.85E-02,3.35E-02,7.71E-01,1.36E-02,6.87E-02,,2.27E-02,5.79E-03,2.32E-02,4.96E-02,1.81E-02,1.39E-03,4.37E-02,2.05E-01,,,,,,,,,,,,,
581,2951,305,,CWSF,0.73152,2.2E+05,6.9E+05,5.86E+01,1.21E+01,5.84E+00,1.25E-02,1.84E-02,7.50E+00,3.94E+00,1.10E-02,,1.67E+00,1.71E-01,3.88E-02,1.49E-01,1.46E+00,1.71E-01,3.65E-02,1.28E-01,,,,,,,,,,,,,
582,2119,22,,CWSF,0.102333333,2.8E+05,3.2E+05,5.84E+01,9.41E+00,2.34E+00,2.39E-02,5.19E-02,8.11E+00,4.77E-02,8.80E-02,,2.40E+00,1.62E-01,4.61E-02,2.36E-01,,,,,,,,,,,,,,,,,
583,2700,206,,CWSF,0.7,2.4E+04,1.6E+05,5.80E+01,2.84E+00,2.41E+00,2.82E-03,3.07E-03,9.00E-01,2.65E-01,2.10E-02,,5.03E-02,9.09E-03,2.95E-02,7.81E-02,2.64E-02,7.19E-03,2.24E-02,4.61E-02,,,,,,,,,,,,,
584,2960,305,,CWSF,0.61341,2.2E+05,6.5E+05,5.76E+01,2.91E+01,5.80E+00,2.80E-02,6.97E-02,6.45E+00,1.31E+00,2.77E-02,,4.54E+00,6.89E-01,3.27E-02,9.71E-02,3.51E+00,5.13E-01,3.34E-02,1.01E-01,,,,,,,,,,,,,
585,2663,206,,CWSF,0.7,2.4E+04,1.1E+05,5.72E+01,,,,,,,,,1.54E-02,3.99E-03,2.36E-02,4.98E-02,,,,,,,,,,,,,,,,,
586,2637,204,,CWSF,0.66,7.0E+04,3.0E+05,5.68E+01,,,,,,,,,2.77E+01,0.00E+00,,,,,,,,,,,,,,,,,,,
587,2953,305,,CWSF,1.15824,2.2E+05,1.1E+06,5.65E+01,3.18E+01,3.91E+00,3.71E-02,1.26E-01,3.56E+00,2.15E+00,8.91E-03,,8.89E+00,4.58E-01,5.25E-02,3.26E-01,5.59E+00,2.47E-01,5.52E-02,3.83E-01,,,,,,,,,,,,,
588,2591,201,,CWSF,0.2297,1.8E+05,7.3E+05,5.43E+01,,,,,,,,,3.39E+00,2.73E-01,4.63E-02,2.10E-01,,,,,,,,,,,,,,,,,
589,2666,206,,CWSF,0.7,2.4E+04,1.1E+05,5.40E+01,9.62E-01,3.24E-01,2.02E-02,3.65E-02,7.71E-01,1.36E-02,7.48E-02,,3.84E-02,5.61E-03,3.56E-02,1.08E-01,1.81E-02,1.39E-03,4.76E-02,2.23E-01,,,,,,,,,,,,,
590,2116,22,,CWSF,0.174,2.8E+05,4.2E+05,4.99E+01,1.74E+01,1.18E+00,5.40E-02,2.76E-01,1.16E+01,8.48E-02,9.87E-02,,2.47E+00,6.54E-02,7.29E-02,7.39E-01,,,,,,,,,,,,,,,,,
591,2956,305,,CWSF,0.48768,2.2E+05,5.4E+05,4.87E+01,3.23E+01,2.61E+00,5.17E-02,2.34E-01,1.01E+01,6.36E-01,5.67E-02,,2.48E+00,6.23E-01,2.84E-02,6.12E-02,2.81E+00,4.20E-01,3.90E-02,1.17E-01,,,,,,,,,,,,,
592,2134,22,,CWSF,0.169,2.8E+05,4.5E+05,4.78E+01,1.86E+01,1.78E+00,4.91E-02,1.98E-01,1.68E+01,2.43E-02,1.37E-01,,4.08E+00,3.76E-01,4.99E-02,2.06E-01,,,,,,,,,,,,,,,,,
593,2682,206,,CWSF,0.63,1.9E+04,9.7E+04,4.62E+01,,,,,2.78E-01,1.36E-01,1.55E-02,,,,,,,,,,,,,,,,,,,,,,
594,2665,206,,CWSF,0.7,2.4E+04,8.3E+04,4.61E+01,,,,,,,,,2.09E-02,1.12E-03,6.36E-02,3.85E-01,,,,,,,,,,,,,,,,,
595,2958,305,,CWSF,0.39624,2.2E+05,4.3E+05,4.51E+01,2.51E+01,4.69E+00,3.72E-02,9.64E-02,2.06E+00,1.65E-01,5.60E-02,,3.09E+00,5.87E-01,3.68E-02,9.46E-02,2.23E+00,4.47E-01,3.57E-02,8.88E-02,,,,,,,,,,,,,
596,2643,204,,CWSF,0.648,7.0E+04,3.9E+05,4.38E+01,,,,,,,,,2.77E+01,0.00E+00,,,,,,,,,,,,,,,,,,,
597,2954,305,,CWSF,0.54864,2.2E+05,7.9E+05,4.36E+01,2.78E+01,5.90E+00,3.56E-02,8.53E-02,6.91E+00,4.57E-01,6.23E-02,,6.69E+00,5.01E-01,5.95E-02,2.83E-01,4.40E+00,2.18E-01,6.90E-02,4.41E-01,,,,,,,,,,,,,
598,3038,306,,CWSF,0.443637666,3.9E+03,1.5E+04,4.24E+01,,,,,1.22E-01,1.10E-01,2.46E-03,,,,,,,,,,,,,,,,,,,,,,
599,4062,521,,CWSF,0.23,3.4E+02,6.9E+02,4.16E+01,,,,,6.77E-04,1.50E-04,3.62E-02,,5.30E-02,4.25E-02,5.33E-03,5.96E-03,,,,,,,,,,,,,,,,,
600,2634,204,,CWSF,0.6,7.0E+04,3.8E+05,4.08E+01,,,,,,,,,2.66E+01,7.82E+00,3.00E-02,5.88E-02,,,,,,,,,,,,,,,,,
601,2955,305,,CWSF,0.51816,2.2E+05,5.8E+05,4.08E+01,3.84E+01,3.94E+00,5.58E-02,2.14E-01,1.81E+00,7.63E-01,2.12E-02,,4.05E+00,3.05E-01,6.33E-02,3.00E-01,3.66E+00,8.91E-02,9.11E-02,9.83E-01,,,,,,,,,,,,,
602,2167,22,,CWSF,0.182,2.8E+05,4.9E+05,3.96E+01,3.10E+01,1.34E+00,7.94E-02,5.61E-01,9.32E+00,3.33E-02,1.42E-01,,4.77E+00,4.33E-01,6.06E-02,2.53E-01,,,,,,,,,,,,,,,,,
603,2169,22,,CWSF,0.182666667,2.8E+05,6.7E+05,3.93E+01,2.70E+01,3.47E+00,5.22E-02,1.73E-01,1.97E+01,6.99E-02,1.43E-01,,7.73E+00,1.13E+00,4.88E-02,1.48E-01,,,,,,,,,,,,,,,,,
604,2667,206,,CWSF,0.7,2.4E+04,1.4E+05,3.61E+01,1.53E+00,2.61E-01,4.90E-02,1.35E-01,1.44E-02,9.93E-03,1.03E-02,,4.81E-02,4.28E-03,6.70E-02,2.83E-01,1.64E-02,2.14E-03,5.64E-02,1.84E-01,,,,,,,,,,,,,
605,2711,207,,CWSF,0.33,,0.0E+00,3.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2712,207,,CWSF,0.33,,0.0E+00,3.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2170,22,,CWSF,0.217,2.8E+05,4.8E+05,3.51E+01,2.53E+01,4.31E+00,5.04E-02,1.39E-01,1.49E+01,7.77E-02,1.50E-01,,4.76E+00,1.65E+00,3.01E-02,5.35E-02,,,,,,,,,,,,,,,,,
608,2642,204,,CWSF,0.6,7.0E+04,4.5E+05,3.50E+01,,,,,,,,,1.92E+01,6.36E+00,,,,,,,,,,,,,,,,,,,
609,2633,204,,CWSF,0.6,7.0E+04,4.4E+05,3.47E+01,,,,,,,,,6.97E+00,3.48E+00,,,,,,,,,,,,,,,,,,,
610,2171,22,,CWSF,0.195916667,2.8E+05,5.8E+05,3.39E+01,3.10E+01,4.06E+00,5.99E-02,1.95E-01,1.60E+01,7.60E-02,1.58E-01,,5.63E+00,1.55E+00,3.80E-02,7.76E-02,,,,,,,,,,,,,,,,,
611,1838,13,,CWSF,,4.9E+06,1.3E+07,3.00E+01,1.31E+02,3.35E+01,4.55E-02,9.71E-02,,,,,1.75E+01,3.89E+00,,,,,,,,,,,,,,,,,,,
612,2710,207,,CWSF,,,0.0E+00,3.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2616,201,,CWSF,0.135066667,1.8E+05,7.0E+05,2.99E+01,,,,,,,,,2.06E+00,2.47E-01,7.09E-02,2.45E-01,,,,,,,,,,,,,,,,,
614,2635,204,,CWSF,0.6,7.0E+04,5.2E+05,2.95E+01,,,,,,,,,2.40E+01,7.77E+00,3.82E-02,7.07E-02,,,,,,,,,,,,,,,,,
615,2641,204,,CWSF,0.45,7.0E+04,4.1E+05,2.82E+01,,,,,,,,,5.50E+00,4.50E+00,7.12E-03,7.88E-03,,,,,,,,,,,,,,,,,
616,2168,22,,CWSF,0.188,2.8E+05,6.4E+05,2.57E+01,3.73E+01,5.96E+00,7.14E-02,2.05E-01,2.11E+01,1.18E-01,2.02E-01,,4.95E+00,2.28E+00,3.01E-02,4.55E-02,,,,,,,,,,,,,,,,,
617,2680,206,,CWSF,0.63,1.9E+04,1.8E+05,2.51E+01,1.18E+00,6.14E-01,2.61E-02,3.69E-02,8.59E-01,2.90E-01,4.33E-02,,6.00E-02,5.85E-03,9.27E-02,3.69E-01,3.27E-02,5.26E-03,7.28E-02,2.08E-01,,,,,,,,,,,,,
618,2703,206,,CWSF,0.63,1.9E+04,5.0E+05,2.24E+01,1.05E+01,8.59E+00,9.05E-03,1.00E-02,3.10E+00,3.39E+00,-3.94E-03,,1.86E-01,7.52E-02,4.05E-02,6.59E-02,9.79E-02,3.13E-02,5.08E-02,9.47E-02,,,,,,,,,,,,,
619,2586,54,,,1.5,7.3E+02,8.5E+03,2.20E+01,,,,,,,,,9.78E-02,8.00E-02,9.14E-03,1.01E-02,,,,,,,,,,,,,,,,,
620,3037,306,,CWSF,0.443637666,3.9E+03,3.0E+04,2.12E+01,,,,,2.81E-01,2.78E-01,4.77E-04,,,,,,,,,,,,,,,,,,,,,,
621,2670,206,,CWSF,0.7,2.4E+04,3.1E+05,2.00E+01,2.84E+00,2.41E+00,8.19E-03,8.90E-03,2.23E+00,7.59E-01,5.38E-02,,5.03E-02,9.09E-03,8.56E-02,2.27E-01,2.64E-02,7.19E-03,6.51E-02,1.34E-01,,,,,,,,,,,,,
622,2714,209,,CWSF,0.1,4.0E+04,5.5E+04,1.99E+01,,,,,1.36E-01,2.00E-02,9.65E-02,,,,,,4.80E-02,8.00E-03,9.02E-02,2.52E-01,,,,,,,,,,,,,
623,2631,204,,CWSF,0.3,7.0E+04,3.9E+05,1.95E+01,,,,,,,,,4.13E+01,1.18E+01,6.44E-02,1.28E-01,,,,,,,,,,,,,,,,,
624,2722,209,,CWSF,0.17,5.5E+05,1.3E+06,1.94E+01,,,,,1.48E+01,6.30E-03,4.00E-01,,9.10E+00,0.00E+00,,,8.31E+00,1.69E-01,2.01E-01,2.48E+00,,,,,,,,,,,,,
625,963,2,,CWSF,0.3,2.0E+05,9.2E+05,1.90E+01,3.01E+01,2.49E+01,1.00E-02,1.10E-02,7.90E+00,7.35E+00,3.77E-03,,1.09E+01,6.71E+00,2.54E-02,3.27E-02,9.80E+00,5.37E+00,3.16E-02,4.33E-02,,,,,,,,,,,,,
626,2589,201,,CWSF,0.113,1.8E+05,6.9E+05,1.89E+01,,,,,,,,,9.82E-01,1.77E-01,9.08E-02,2.41E-01,,,,,,,,,,,,,,,,,
627,3597,311,,CWSF,0.246666667,1.3E+03,0.0E+00,1.83E+01,,,,,6.52E-03,1.42E-03,8.33E-02,,3.78E-02,9.17E-03,7.76E-02,1.71E-01,6.88E-03,3.70E-03,3.40E-02,4.71E-02,,,,,,,,,,,,,
628,2632,204,,CWSF,0.3,7.0E+04,4.2E+05,1.82E+01,,,,,,,,,2.08E+01,1.51E+01,1.75E-02,2.06E-02,,,,,,,,,,,,,,,,,
629,2658,206,,CWSF,0.66,2.4E+04,3.2E+05,1.81E+01,2.10E+00,1.03E+00,3.97E-02,5.81E-02,1.53E+00,3.94E-01,7.49E-02,,9.70E-02,3.20E-02,6.12E-02,1.12E-01,5.71E-02,8.39E-03,1.06E-01,3.20E-01,,,,,,,,,,,,,
630,2660,206,,CWSF,0.66,2.4E+04,3.4E+05,1.72E+01,,,,,9.65E-01,7.69E-01,1.33E-02,,,,,,,,,,,,,,,,,,,,,,
631,2683,206,,CWSF,0.63,1.9E+04,2.6E+05,1.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
