Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
857,2718,209,,CWSF,0.16,1.0E+05,2.2E+06,2.02E+00,,,,,,,,,1.67E+01,0.00E+00,,,1.40E+01,2.74E-01,1.95E+00,2.48E+01,,,,,,,,,,,,,
858,3856,427,,CWUF,0.381,4.5E+03,7.3E+05,2.00E+00,,,,,7.22E-01,1.52E+00,-3.71E-01,,6.25E+00,4.96E+00,1.16E-01,1.31E-01,,,,,,,,,,,,,,,,,
859,3888,437,,CWUF,0.411,2.7E+03,1.2E+05,1.92E+00,,,,,3.38E-01,7.48E-02,7.87E-01,,1.23E+00,8.12E-01,2.18E-01,2.71E-01,,,,,,,,,,,,,,,,,
860,3551,311,,CWSF,0.15,9.1E+02,0.0E+00,1.90E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,3611,311,,CWSF,0.11,9.4E+02,0.0E+00,1.90E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,3864,431,,CWUF,0.635,2.1E+03,9.4E+04,1.84E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,3771,408,,CWUF,0.701,3.9E+03,2.1E+05,1.80E+00,2.21E+01,1.63E+01,1.67E-01,1.95E-01,1.21E+01,5.24E+00,4.63E-01,,3.78E+00,2.87E+00,1.53E-01,1.76E-01,,,,,,,,,,,,,,,,,
864,3759,406,,CWUF,0.61,8.9E+03,4.2E+05,1.80E+00,,,,,2.74E+02,2.67E+02,1.41E-02,,,,,,,,,,,,,,,,,,,,,,
865,2775,302,,CWSF,0.3,1.5E+04,8.9E+05,1.79E+00,4.61E+01,1.48E+01,6.33E-01,1.18E+00,3.05E-02,1.85E-02,2.79E-01,,9.46E+00,4.62E+00,3.99E-01,5.83E-01,,,,,,,,,,,,,,,,,
866,2795,302,,CWSF,0.3,1.5E+04,9.0E+05,1.79E+00,4.61E+01,1.37E+01,6.76E-01,1.31E+00,3.05E-02,1.86E-02,2.78E-01,,9.46E+00,5.01E+00,3.55E-01,4.96E-01,,,,,,,,,,,,,,,,,
867,2648,205,,CWSF,,9.3E+02,2.0E+04,1.75E+00,4.24E-01,6.30E-02,1.09E+00,3.27E+00,2.62E-02,7.22E-03,7.35E-01,,1.05E-01,1.90E-02,9.72E-01,2.57E+00,,,,,,,,,,,,,,,,,
868,2650,205,,CWSF,,9.3E+02,2.0E+04,1.75E+00,5.10E-01,1.21E-01,8.18E-01,1.82E+00,1.02E-01,3.75E-02,5.70E-01,,1.29E-01,2.92E-02,8.46E-01,1.95E+00,,,,,,,,,,,,,,,,,
869,3688,316,,CWSF,,2.4E+03,0.0E+00,1.75E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,3850,426,,CWUF,0.457,3.6E+03,1.8E+05,1.62E+00,4.66E+00,1.85E+00,5.70E-01,9.37E-01,2.31E-01,1.16E-01,4.26E-01,,,,,,,,,,,,,,,,,,,,,,
871,3846,426,,CWUF,0.457,3.6E+03,1.8E+05,1.62E+00,4.66E+00,1.69E+00,6.23E-01,1.08E+00,2.31E-01,1.54E-01,2.50E-01,,,,,,,,,,,,,,,,,,,,,,
872,3886,437,,CWUF,0.508,2.7E+03,1.3E+05,1.61E+00,3.90E+00,3.02E+00,1.60E-01,1.83E-01,9.99E-03,1.40E-02,-2.12E-01,,1.69E+00,1.49E+00,8.08E-02,8.63E-02,,,,,,,,,,,,,,,,,
873,3760,406,,CWUF,0.61,8.9E+03,4.6E+05,1.60E+00,,,,,3.69E+02,3.15E+02,1.00E-01,,,,,,,,,,,,,,,,,,,,,,
874,3765,406,,CWUF,0.61,8.9E+03,4.9E+05,1.55E+00,,,,,3.07E+02,2.84E+02,5.17E-02,,,,,,,,,,,,,,,,,,,,,,
875,3868,432,,CWUF,0.366,5.0E+03,4.2E+04,1.53E+00,,,,,,,,,7.98E-01,5.70E-01,2.20E-01,2.62E-01,,,,,,,,,,,,,,,,,
876,3761,406,,CWUF,0.61,8.9E+03,5.0E+05,1.50E+00,,,,,2.87E+02,2.70E+02,3.98E-02,,,,,,,,,,,,,,,,,,,,,,
877,3757,406,,CWUF,0.61,8.9E+03,5.0E+05,1.50E+00,,,,,2.94E+02,2.64E+02,7.05E-02,,,,,,,,,,,,,,,,,,,,,,
878,3863,431,,CWUF,0.635,2.1E+03,1.2E+05,1.45E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,3885,437,,CWUF,0.508,2.7E+03,1.5E+05,1.43E+00,6.37E+00,3.14E+00,4.96E-01,7.21E-01,1.08E-01,8.10E-03,1.82E+00,,1.60E+00,1.40E+00,9.36E-02,1.00E-01,,,,,,,,,,,,,,,,,
880,3767,407,,CWUF,0.457,9.0E+02,2.8E+04,1.40E+00,,,,,1.22E-01,1.80E-03,3.01E+00,,2.49E-01,1.58E-01,3.24E-01,4.10E-01,,,,,,,,,,,,,,,,,
881,3896,440,,CWUF,0.61,2.7E+03,1.7E+05,1.38E+00,3.07E+00,2.37E+00,1.86E-01,2.12E-01,9.45E-03,9.45E-03,0.00E+00,,1.22E+00,1.13E+00,5.83E-02,6.07E-02,,,,,,,,,,,,,,,,,
882,3766,406,,CWUF,0.61,8.9E+03,5.5E+05,1.35E+00,,,,,3.15E+02,3.05E+02,2.46E-02,,,,,,,,,,,,,,,,,,,,,,
883,3758,406,,CWUF,0.61,8.9E+03,5.6E+05,1.30E+00,,,,,2.91E+02,2.88E+02,9.55E-03,,,,,,,,,,,,,,,,,,,,,,
884,3884,437,,CWUF,0.508,2.7E+03,1.7E+05,1.25E+00,,,,,4.92E-01,4.67E-01,4.15E-02,,1.80E+00,1.37E+00,2.15E-01,2.47E-01,,,,,,,,,,,,,,,,,
885,3762,406,,CWUF,0.61,8.9E+03,6.1E+05,1.20E+00,,,,,3.44E+02,3.40E+02,9.63E-03,,,,,,,,,,,,,,,,,,,,,,
886,3869,432,,CWUF,0.61,1.1E+03,4.2E+04,1.20E+00,,,,,,,,,7.98E-01,6.84E-01,1.29E-01,1.39E-01,,,,,,,,,,,,,,,,,
887,3890,437,,CWUF,0.411,2.7E+03,1.2E+05,1.04E+00,3.63E+00,1.73E+00,7.09E-01,1.05E+00,9.18E-03,7.02E-03,2.57E-01,,1.57E+00,1.38E+00,1.26E-01,1.34E-01,,,,,,,,,,,,,,,,,
888,3905,440,,CWUF,0.593,2.7E+03,2.8E+05,8.93E-01,6.52E+00,5.38E+00,2.16E-01,2.38E-01,2.26E-01,1.25E-01,6.62E-01,,1.54E+00,1.38E+00,1.25E-01,1.32E-01,,,,,,,,,,,,,,,,,
889,3897,440,,CWUF,0.549,2.7E+03,2.8E+05,7.44E-01,9.27E+00,9.24E+00,3.76E-03,3.77E-03,6.08E-02,1.59E-02,1.80E+00,,2.08E+00,1.95E+00,8.64E-02,8.92E-02,,,,,,,,,,,,,,,,,
890,3898,440,,CWUF,0.62,2.7E+03,3.9E+05,5.58E-01,7.23E+00,4.51E+00,8.43E-01,1.08E+00,6.05E-01,3.49E-01,9.86E-01,,1.32E+00,1.05E+00,4.04E-01,4.53E-01,,,,,,,,,,,,,,,,,
891,2717,209,,CWSF,0.15,2.0E+04,2.4E+06,3.37E-01,,,,,,,,,2.21E+01,,,,1.90E+01,4.23E-01,1.13E+01,,,,,,,,,,,,,,
892,Powers et al,2015,,Reservoir,3.1,2.2E+06,2.2E+09,1.80E+00,1.45E+00,1.35E+00,4.03E-02,4.18E-02,,,,,5.06E-02,,,,,,,,,,,,,,,,,,,,
893,,,,Reservoir,,4.1E+06,9.0E+08,,7.08E+00,,,,,,,,2.13E-01,1.68E-01,,,,,,,,,,,,,,,,,,,
894,,,,Reservoir,5,7.4E+06,1.2E+09,1.08E+01,1.89E+00,1.45E+00,2.44E-02,2.80E-02,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,Reservoir,2.4,4.9E+06,1.1E+08,5.83E+01,3.49E+00,2.72E+00,4.26E-03,4.84E-03,,,,,8.59E-02,5.03E-02,9.17E-03,1.21E-02,,,,,,,,,,,,,,,,,
896,,,,Reservoir,6.3,5.2E+06,2.7E+08,3.89E+01,3.13E+01,2.03E+01,1.11E-02,1.39E-02,,,,,7.55E-01,6.35E-01,4.45E-03,4.86E-03,,,,,,,,,,,,,,,,,
897,,,,Reservoir,10.7,2.1E+07,4.3E+08,3.55E+02,7.59E+01,5.14E+01,1.10E-03,1.34E-03,,,,,5.08E-01,1.03E-01,4.49E-03,1.11E-02,,,,,,,,,,,,,,,,,
898,,,,Reservoir,5.9,5.7E+06,3.4E+08,4.02E+01,6.40E+01,1.41E+01,3.77E-02,8.82E-02,,,,,1.02E+00,5.29E-01,1.62E-02,2.29E-02,,,,,,,,,,,,,,,,,
899,,,,Reservoir,7.3,8.3E+06,2.0E+08,8.03E+01,9.78E+01,3.14E+01,1.42E-02,2.63E-02,,,,,1.93E-01,1.03E-01,7.79E-03,1.08E-02,,,,,,,,,,,,,,,,,
900,,,,Reservoir,4.2,3.6E+06,6.1E+08,1.45E+01,3.35E+01,3.20E+01,3.25E-03,3.33E-03,,,,,1.08E+00,9.88E-01,6.43E-03,6.74E-03,,,,,,,,,,,,,,,,,
901,,,,Reservoir,7.1,1.3E+07,8.1E+08,5.78E+01,8.19E+01,1.16E+01,3.38E-02,1.05E-01,,,,,3.56E+00,3.45E+00,5.27E-04,5.35E-04,,,,,,,,,,,,,,,,,
902,,,,Reservoir,28.1,1.2E+07,5.1E+08,2.06E+02,1.02E+02,4.96E+01,3.48E-03,5.09E-03,,,,,5.40E+00,2.32E+00,4.09E-03,6.43E-03,,,,,,,,,,,,,,,,,
903,,,,Reservoir,4.8,6.1E+06,1.6E+08,5.81E+01,2.67E+01,1.64E+01,8.42E-03,1.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,
904,,,,Reservoir,3.5,2.9E+07,1.2E+09,2.48E+01,,,,,,,,,3.48E-01,,,,,,,,,,,,,,,,,,,,
905,,,,Reservoir,3.1,5.7E+06,1.4E+09,5.00E+00,,,,,,,,,9.53E-01,5.60E-01,1.06E-01,1.40E-01,,,,,,,,,,,,,,,,,
906,,,,Reservoir,,5.4E+06,5.9E+08,,2.22E+00,,,,,,,,1.21E-01,,,,,,,,,,,,,,,,,,,,
907,,,,Reservoir,,8.5E+06,3.3E+09,,8.85E+00,8.59E+00,,,,,,,6.05E-01,,,,,,,,,,,,,,,,,,,,
908,,,,Reservoir,4.6,2.8E+07,2.4E+08,1.08E+02,6.73E+01,4.48E+01,3.78E-03,4.67E-03,,,,,,,,,,,,,,,,,,,,,,,,,
909,Kovaic et al ,2000,USA,CWSF,0.9,6.0E+03,1.4E+04,3.50E+01,1.04E+00,7.10E-01,1.08E-02,1.31E-02,1.02E+00,6.93E-01,1.12E-02,,1.48E-02,1.23E-02,5.21E-03,5.71E-03,1.48E-02,1.23E-02,5.21E-03,5.71E-03,,,,,,,,,,,,,
910,,,USA,CWSF,0.9,6.0E+03,3.8E+04,8.00E+00,2.36E+00,1.57E+00,5.07E-02,6.25E-02,2.36E+00,1.56E+00,5.13E-02,,2.71E-02,2.44E-02,1.33E-02,1.40E-02,2.71E-02,2.19E-02,2.66E-02,2.97E-02,,,,,,,,,,,,,
911,,,USA,CWSF,0.9,6.0E+03,2.8E+04,1.90E+01,2.13E+00,1.01E+00,3.90E-02,5.79E-02,1.74E+00,7.84E-01,4.20E-02,,4.11E-02,2.63E-02,2.35E-02,2.96E-02,4.11E-02,2.19E-02,3.31E-02,4.61E-02,,,,,,,,,,,,,
912,,,USA,CWSF,0.4,3.0E+03,7.2E+03,1.70E+01,2.90E-01,1.86E-01,2.61E-02,3.29E-02,2.88E-01,1.81E-01,2.73E-02,,4.11E-03,8.22E-04,9.47E-02,2.35E-01,4.11E-03,5.48E-04,1.19E-01,3.82E-01,,,,,,,,,,,,,
913,,,USA,CWSF,0.4,3.0E+03,1.0E+04,1.40E+01,6.52E-01,3.59E-01,4.26E-02,5.83E-02,6.52E-01,3.51E-01,4.43E-02,,6.58E-03,7.40E-03,-8.41E-03,-7.94E-03,6.58E-03,6.30E-03,3.04E-03,3.11E-03,,,,,,,,,,,,,
914,,,USA,CWSF,0.4,3.0E+03,7.2E+03,1.10E+01,4.19E-01,2.19E-01,5.89E-02,8.30E-02,4.08E-01,2.11E-01,6.00E-02,,5.75E-03,3.84E-03,3.69E-02,4.55E-02,5.75E-03,3.71E-02,-1.70E-01,-7.68E-02,,,,,,,,,,,,,
915,,,USA,CWSF,0.7,8.0E+03,4.0E+04,2.60E+01,1.41E+00,9.23E-01,1.62E-02,2.01E-02,1.39E+00,8.96E-01,1.68E-02,,1.32E-02,1.12E-02,6.06E-03,6.57E-03,1.37E-02,8.22E-03,1.96E-02,2.56E-02,,,,,,,,,,,,,
916,,,USA,CWSF,0.7,8.0E+03,9.9E+04,1.30E+01,2.75E+00,1.85E+00,3.04E-02,3.73E-02,2.74E+00,1.78E+00,3.29E-02,,3.12E-02,3.59E-02,-1.07E-02,-9.98E-03,3.01E-02,2.19E-02,2.45E-02,2.88E-02,,,,,,,,,,,,,
917,,,USA,CWSF,0.7,8.0E+03,7.6E+04,1.10E+01,1.67E+00,1.23E+00,2.80E-02,3.28E-02,1.58E+00,1.07E+00,3.58E-02,,3.12E-02,4.79E-02,-3.90E-02,-3.17E-02,3.01E-02,3.84E-02,-2.19E-02,-1.95E-02,,,,,,,,,,,,,
918,Abe et al,2008,Japan,CWSF,0.1,4.8E+02,9.6E+03,1.90E+00,4.83E-01,2.72E-01,3.03E-01,4.09E-01,1.93E-01,1.45E-01,1.49E-01,,4.91E-02,2.38E-02,3.82E-01,5.61E-01,3.46E-02,1.22E+00,,-5.11E-01,,,,,,,,,,,,,
919,Ham et al,2010,South Korea,CWSF,0.4,8.8E+03,4.0E+05,4.00E+00,4.86E+00,2.87E+00,1.32E-01,1.73E-01,,,,,8.05E-03,3.70E-03,1.95E-01,2.95E-01,,,,,,,,,,,,,,,,,
920,Donald et al.,2015,Canada,Reservoir,34.8,5.5E+07,2.2E+09,2.88E+02,,,1.71E-03,2.22E-03,,,,,,,7.99E-03,,,,,,,,,,,,,,,,,,
921,,,Canada,Reservoir,11.6,1.8E+07,1.1E+09,6.94E+01,,,,,,,,,,,1.12E-02,,,,,,,,,,,,,,,,,,
922,,,Canada,Reservoir,7,2.5E+06,4.1E+08,1.83E+01,,,,,,,,,,,2.71E-02,,,,,,,,,,,,,,,,,,
923,,,Canada,Reservoir,14.5,1.1E+07,2.7E+09,2.19E+01,,,1.14E-02,1.19E-02,,,,,,,1.25E-02,,,,,,,,,,,,,,,,,,
924,,,Canada,Reservoir,14.5,3.0E+06,2.6E+09,7.30E+00,,,8.98E-04,9.58E-04,,,,,,,1.90E-01,,,,,,,,,,,,,,,,,,
925,,,Canada,Reservoir,20.6,2.4E+07,1.3E+09,1.42E+02,,,,,,,,,,,8.23E-03,,,,,,,,,,,,,,,,,,
926,,,Canada,Reservoir,21,1.1E+07,7.6E+08,8.03E+01,,,1.17E-03,1.23E-03,,,,,,,7.00E-03,,,,,,,,,,,,,,,,,,
927,,,Canada,Reservoir,10.4,3.5E+06,1.2E+09,1.20E+02,,,,,,,,,,,2.34E-02,,,,,,,,,,,,,,,,,,
928,,,Canada,Reservoir,15.3,2.9E+07,1.5E+10,1.10E+01,,,1.48E-02,1.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,Canada,Reservoir,7.2,2.9E+08,1.6E+10,4.75E+01,,,,,,,,,,,2.54E-02,,,,,,,,,,,,,,,,,,
930,,,Canada,Reservoir,3.5,3.5E+09,2.1E+10,2.15E+02,,,2.30E-03,2.97E-03,,,,,,,2.15E-03,,,,,,,,,,,,,,,,,,
931,,,Canada,Lake,1.1,2.6E+08,1.1E+09,9.86E+01,,,3.06E-03,3.57E-03,,,,,,,7.03E-03,,,,,,,,,,,,,,,,,,
932,,,Canada,Lake,2.4,5.2E+08,9.5E+08,4.82E+02,,,6.53E-04,7.68E-04,,,,,,,2.72E-03,,,,,,,,,,,,,,,,,,
933,,,Canada,Lake,3.1,5.2E+09,4.9E+09,1.20E+03,,,3.09E-04,3.74E-04,,,,,,,1.64E-03,,,,,,,,,,,,,,,,,,
934,,,Canada,Lake,3.7,4.6E+09,6.8E+09,9.16E+02,,,4.05E-04,4.90E-04,,,,,,,,,,,,,,,,,,,,,,,,,
935,,,Canada,Lake,6.5,1.8E+07,2.5E+08,1.83E+02,,,5.91E-03,1.06E-02,,,,,,,,,,,,,,,,,,,,,,,,,
936,,,Canada,Lake,10.2,1.3E+07,2.5E+08,1.83E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,,Canada,Lake,8.2,7.7E+06,2.8E+08,7.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,Canada,Lake,14.6,1.6E+07,2.8E+08,2.92E+02,,,,,,,,,,,6.38E-04,,,,,,,,,,,,,,,,,,
939,,,Canada,Reservoir,6.8,5.5E+07,1.4E+09,9.86E+01,,,,,,,,,,,2.70E-02,,,,,,,,,,,,,,,,,,
940,,,Canada,Lake,4.3,2.6E+07,6.3E+07,6.35E+02,,,4.19E-03,2.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,Canada,Lake,1.9,1.7E+07,4.1E+08,4.38E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,Canada,Lake,0.9,1.4E+07,4.7E+08,7.30E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,Canada,Reservoir,8.5,2.2E+07,8.2E+08,4.02E+01,,,,,,,,,,,1.93E-02,,,,,,,,,,,,,,,,,,
944,,,Canada,Lake,6.3,3.6E+09,1.7E+10,2.56E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,,Canada,Reservoir,4.7,3.0E+07,3.6E+10,3.65E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,Canada,Reservoir,5.7,1.2E+08,4.0E+10,7.30E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Kelly,2001,USA,Reservoir,,,3.9E+09,5.84E+02,,,,,1.90E+03,1.20E+03,7.87E-04,,,,,,1.00E+01,4.00E+00,1.57E-03,2.57E-03,,,,,,,,,,,,,
948,Andersen et al,2003,USA,CWSF,0.716666667,9.9E+04,1.9E+06,1.39E+01,1.03E+02,2.08E+01,1.15E-01,2.84E-01,3.27E+00,2.32E+00,2.47E-02,,1.24E+01,1.18E+01,3.39E-03,3.47E-03,,,,,,,,,,,,,,,,,
949,,,,CWSF,1.15,9.9E+04,1.9E+06,2.23E+01,1.46E+02,2.34E+01,8.19E-02,2.34E-01,,,,,1.83E+01,1.67E+01,4.08E-03,4.27E-03,,,,,,,,,,,,,,,,,
950,Bacahand and Horne,2000,USA,CWSF,0.53,7.5E+02,1.5E+05,9.64E-01,4.30E+00,4.00E+00,7.61E-02,7.89E-02,3.61E+00,3.32E+00,8.61E-02,,,,,,,,,,,,,,,,,,,,,,
951,,,USA,NWSF,0.25,1.3E+07,1.8E+05,1.20E+00,,,,,,,1.58E+00,4.72E+00,,,,,,,5.78E-01,8.33E-01,,,,,,,,,,,,,
952,,,USA,NWSF,0.25,1.3E+07,3.3E+05,1.01E+00,,,,,,,1.26E+00,2.55E+00,,,,,,,3.12E-01,3.66E-01,,,,,,,,,,,,,
953,,,USA,NWSF,0.25,1.3E+07,4.2E+05,9.00E-01,,,,,,,3.33E+00,2.11E+01,,,,,,,3.20E-01,3.70E-01,,,,,,,,,,,,,
954,,,USA,NWSF,0.25,1.3E+07,3.3E+05,1.01E+00,,,,,,,3.82E-01,4.66E-01,,,,,,,3.02E-02,3.06E-02,,,,,,,,,,,,,
955,Borin and Tocchetto,,Italy,CWSF,0.4,3.2E+03,1.4E+04,2.57E+01,3.51E-01,3.61E-02,8.84E-02,3.39E-01,,,,,,,,,,,,,,,,,,,,,,,,,
956,Farahbakhshazad et al ,2000,Brazil,CWUF,0.5,4.4E+02,3.2E+03,2.55E+01,,,,,1.56E-02,3.46E-03,5.89E-02,1.37E-01,,,,,9.76E-02,6.91E-03,1.04E-01,1.69E+01,,,,,,,,,,,,,
957,Chavan,2008,USA,CWSF,0.12,1.6E+01,3.2E+03,2.25E-01,1.11E-02,5.79E-03,2.88E+00,4.05E+00,4.49E-03,1.12E-03,6.16E+00,1.33E+01,,,,,,,,,,,,,,,,,,,,,
958,,,,CWSF,0.12,1.6E+01,3.2E+03,2.25E-01,1.11E-02,5.62E-03,3.01E+00,4.31E+00,4.49E-03,1.21E-03,5.83E+00,1.21E+01,,,,,,,,,,,,,,,,,,,,,
959,,,,CWSF,0.12,1.6E+01,3.2E+03,2.25E-01,1.43E-02,1.10E-02,1.16E+00,1.33E+00,1.34E-03,5.18E-04,4.22E+00,7.04E+00,,,,,,,,,,,,,,,,,,,,,
960,,,,CWSF,0.12,1.6E+01,3.2E+03,2.25E-01,1.43E-02,1.09E-02,1.20E+00,1.38E+00,1.34E-03,6.05E-04,3.53E+00,5.40E+00,,,,,,,,,,,,,,,,,,,,,
961,Kao and Wu,2001,USA,,0.125,7.8E+03,2.7E+05,1.05E+01,,,,,5.70E+00,2.98E+00,6.18E-02,8.69E-02,1.60E-02,1.55E-01,1.13E-01,-8.54E-02,,,,,,,,,,,,,,,,,
962,Kovavic et al,2006,USA,CWSF,0.48,1.6E+03,4.1E+03,5.30E+01,1.37E-01,7.84E-02,1.05E-02,1.41E-02,1.19E-01,7.10E-02,9.83E-03,1.29E-02,5.75E-03,2.47E-03,1.60E-02,2.52E-02,1.92E-03,5.48E-04,2.37E-02,4.72E-02,,,,,,,,,,,,,
963,,,,CWSF,0.48,1.6E+03,6.6E+03,2.97E+01,2.31E-01,1.51E-01,1.43E-02,1.79E-02,1.83E-01,1.49E-01,6.79E-03,7.52E-03,7.67E-03,1.64E-03,5.18E-02,1.23E-01,1.92E-03,2.74E-04,6.54E-02,2.02E-01,,,,,,,,,,,,,
964,,,,CWSF,0.52,4.0E+03,1.8E+04,3.17E+01,9.93E-01,6.63E-01,1.27E-02,1.57E-02,9.47E-01,6.41E-01,1.23E-02,1.51E-02,1.84E-02,9.32E-03,2.14E-02,3.06E-02,5.75E-03,2.74E-03,2.34E-02,3.46E-02,,,,,,,,,,,,,
965,,,,CWSF,0.52,4.0E+03,2.6E+04,2.04E+01,1.12E+00,6.09E-01,2.97E-02,4.08E-02,1.08E+00,5.88E-01,2.98E-02,4.09E-02,1.15E-02,6.85E-03,2.54E-02,3.33E-02,2.47E-03,1.64E-03,1.99E-02,2.45E-02,,,,,,,,,,,,,
966,Larson et al,2000,USA,CWSF,,6.0E+03,4.2E+04,7.04E+01,2.13E+00,8.47E-01,1.31E-02,2.15E-02,1.74E+00,6.16E-01,1.47E-02,2.59E-02,,,,,,,,,,,,,,,,,,,,,
967,,,,CWSF,,7.8E+02,7.9E+04,2.50E+01,1.68E+00,1.16E+00,1.47E-02,1.78E-02,1.58E+00,9.97E-01,1.85E-02,2.35E-02,,,,,,,,,,,,,,,,,,,,,
968,Lin et al ,2008,Taiwan,CWSF,,,6.6E+01,8.40E+00,1.62E-04,3.30E-04,-8.46E-02,-6.05E-02,4.68E-05,5.40E-05,-1.70E-02,-1.59E-02,,,,,4.30E-04,6.25E-04,-4.44E-02,2.02E+00,,,,,,,,,,,,,
969,,,,CWSF,,,8.4E+01,6.50E+00,1.97E-03,4.21E-04,2.38E-01,5.67E-01,1.70E-04,4.14E-05,2.17E-01,4.79E-01,,,,,1.71E-03,1.15E-03,6.18E-02,6.53E-01,,,,,,,,,,,,,
970,,,,CWSF,,,1.2E+02,4.40E+00,1.96E-03,1.07E-04,6.60E-01,3.92E+00,3.20E-04,6.80E-06,8.75E-01,1.05E+01,,,,,3.55E-03,2.90E-03,4.64E-02,2.31E-01,,,,,,,,,,,,,
971,,,,CWSF,,,2.5E+02,2.20E+00,5.70E-03,1.92E-04,1.54E+00,1.30E+01,1.54E-03,1.36E-05,2.15E+00,5.09E+01,,,,,5.83E-03,4.41E-03,1.27E-01,3.25E-01,,,,,,,,,,,,,
972,,,,CWSF,,,4.9E+02,1.10E+00,1.75E-02,1.06E-03,2.55E+00,1.41E+01,3.59E-03,2.84E-04,2.31E+00,1.06E+01,,,,,7.01E-03,5.81E-03,1.71E-01,2.25E-01,,,,,,,,,,,,,
973,,,,CWUF,,,2.4E+04,4.40E+00,1.20E-01,7.85E-02,9.70E-02,1.21E-01,1.97E-02,1.25E-02,1.04E-01,1.32E-01,,,,,2.28E-01,4.80E-02,3.54E-01,1.02E+01,,,,,,,,,,,,,
974,,,,CWUF,,,3.1E+04,3.50E+00,1.54E-01,3.56E-02,4.18E-01,9.48E-01,1.51E-02,1.09E-02,9.30E-02,1.10E-01,,,,,4.18E-01,1.80E-01,2.40E-01,4.74E+00,,,,,,,,,,,,,
975,,,,CWUF,,,4.5E+04,2.40E+00,3.92E-02,2.27E-02,2.28E-01,3.03E-01,2.48E-03,1.24E-03,2.89E-01,4.17E-01,,,,,1.06E+00,7.10E-01,1.66E-01,9.79E-01,,,,,,,,,,,,,
976,,,,CWUF,,,9.1E+04,1.20E+00,7.02E-02,4.05E-02,4.60E-01,6.13E-01,4.96E-03,2.48E-03,5.78E-01,8.33E-01,,,,,1.61E+00,1.31E+00,1.74E-01,4.64E-01,,,,,,,,,,,,,
977,,,,CWUF,,,1.8E+05,6.00E-01,3.87E-01,1.79E-01,1.29E+00,1.94E+00,1.03E-01,3.45E-02,1.83E+00,3.33E+00,,,,,2.12E+00,1.74E+00,3.29E-01,3.27E-01,,,,,,,,,,,,,
978,Meuleman et al,2002,Netherlands,CWUF,,1.0E+04,-1.0E+03,5.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Poach et al,2004,USA,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,1.76E+00,1.10E+00,3.36E-02,4.29E-02,,,,,7.04E-01,5.28E-01,2.05E-02,2.38E-02,,,,,,,,,,,,,,,,,
980,,,,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,1.19E+00,7.48E-01,3.30E-02,4.20E-02,,,,,5.28E-01,4.40E-01,1.30E-02,1.43E-02,,,,,,,,,,,,,,,,,
981,,,,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,1.45E+00,1.41E+00,2.20E-03,2.23E-03,,,,,6.16E-01,4.84E-01,1.72E-02,1.95E-02,,,,,,,,,,,,,,,,,
982,,,,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,6.60E-01,3.52E-01,4.49E-02,6.25E-02,,,,,4.40E-01,3.08E-01,2.55E-02,3.06E-02,,,,,,,,,,,,,,,,,
983,,,,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,9.24E-01,4.84E-01,4.62E-02,6.49E-02,,,,,5.28E-01,3.96E-01,2.05E-02,2.38E-02,,,,,,,,,,,,,,,,,
984,,,,CWSF,0.45,4.4E+02,3.6E+03,1.40E+01,3.08E-01,1.76E-01,4.00E-02,5.36E-02,,,,,3.52E-01,3.08E-01,9.54E-03,1.02E-02,,,,,,,,,,,,,,,,,
985,Tanner et al,1995,New Zealand,CWSF,0.6,1.9E+01,-1.0E+03,2.00E+00,5.13E-02,2.66E-02,3.28E-01,4.64E-01,,,,,1.52E-02,9.12E-03,2.55E-01,3.33E-01,,,,,,,,,,,,,,,,,
