meta_analysis,references,study_area,longitude,latitude,water_body_type,hrt_d,water_depth_m,surface_area_m2,k_d,TN_retention_percent,temperature,cheng_cstr_k,cheng_N_load_kg_d,cheng_flow_m3_year
cheng,NADB 3845 425,,,,CWUF,5.48E+00,0.457,3.60E+03,0.109,,,1.48E-01,1.98E+00,5.10E+04
cheng,NADB 3846 426,,,,CWUF,1.62E+00,0.457,3.60E+03,0.623,,,1.08E+00,4.66E+00,1.80E+05
cheng,NADB 3848 426,,,,CWUF,6.33E+00,0.457,3.60E+03,0.119,,,1.78E-01,1.33E+00,4.60E+04
cheng,NADB 3849 426,,,,CWUF,6.33E+00,0.457,3.60E+03,0.108,,,1.56E-01,1.39E+00,4.60E+04
cheng,NADB 3850 426,,,,CWUF,1.62E+00,0.457,3.60E+03,0.57,,,9.37E-01,4.66E+00,1.80E+05
cheng,NADB 3852 426,,,,CWUF,6.33E+00,0.457,3.60E+03,0.101,,,1.42E-01,1.33E+00,4.60E+04
cheng,NADB 3853 426,,,,CWUF,6.33E+00,0.457,3.60E+03,0.0692,,,8.68E-02,1.39E+00,4.60E+04
cheng,NADB 3854 426,,,,CWUF,4.74E+00,0.457,3.60E+03,0.184,,,2.94E-01,2.26E+00,8.30E+04
cheng,NADB 3855 426,,,,CWUF,4.74E+00,0.457,3.60E+03,0.164,,,2.49E-01,2.26E+00,8.30E+04
cheng,NADB 3856 427,,,,CWUF,2.00E+00,0.381,4.50E+03,,,,,,7.30E+05
cheng,NADB 3857 427,,,,CWUF,7.69E+00,0.381,4.50E+03,0.0111,,,1.16E-02,4.59E+00,1.80E+05
cheng,NADB 3861 427,,,,CWUF,4.85E+00,0.381,4.50E+03,0.0177,,,1.85E-02,4.59E+00,4.50E+05
cheng,NADB 3862 431,,,,CWUF,3.20E+00,0.635,2.10E+03,,,,,,5.40E+04
cheng,NADB 3863 431,,,,CWUF,1.45E+00,0.635,2.10E+03,,,,,,1.20E+05
cheng,NADB 3864 431,,,,CWUF,1.84E+00,0.635,2.10E+03,,,,,,9.40E+04
cheng,NADB 3865 431,,,,CWUF,5.20E+00,0.635,2.10E+03,,,,,,3.30E+04
cheng,NADB 3866 431,,,,CWUF,4.46E+00,0.635,2.10E+03,,,,,,3.90E+04
cheng,NADB 3867 431,,,,CWUF,2.15E+00,0.635,2.10E+03,,,,,,8.00E+04
cheng,NADB 3868 432,,,,CWUF,1.53E+00,0.366,5.00E+03,,,,,,4.20E+04
cheng,NADB 3869 432,,,,CWUF,1.20E+00,0.61,1.10E+03,,,,,,4.20E+04
cheng,NADB 3874 433,,,,CWUF,2.58E+00,0.509,2.50E+04,-0.247,,,-1.82E-01,3.09E+01,1.80E+06
cheng,NADB 3884 437,,,,CWUF,1.25E+00,0.508,2.70E+03,,,,,,1.70E+05
cheng,NADB 3885 437,,,,CWUF,1.43E+00,0.508,2.70E+03,0.496,,,7.21E-01,6.37E+00,1.50E+05
cheng,NADB 3886 437,,,,CWUF,1.61E+00,0.508,2.70E+03,0.16,,,1.83E-01,3.90E+00,1.30E+05
cheng,NADB 3887 437,,,,CWUF,8.42E+00,0.508,2.70E+03,0.00239,,,2.41E-03,8.28E-01,1.90E+04
cheng,NADB 3888 437,,,,CWUF,1.92E+00,0.411,2.70E+03,,,,,,1.20E+05
cheng,NADB 3889 437,,,,CWUF,2.50E+00,0.411,2.70E+03,0.265,,,3.76E-01,3.71E+00,8.40E+04
cheng,NADB 3890 437,,,,CWUF,1.04E+00,0.411,2.70E+03,0.709,,,1.05E+00,3.63E+00,1.20E+05
cheng,NADB 3891 437,,,,CWUF,7.50E+00,0.402,2.70E+03,-0.0296,,,-2.66E-02,5.76E-01,2.10E+04
cheng,NADB 3894 437,,,,CWUF,3.18E+00,0.508,2.70E+03,0.147,,,1.87E-01,3.70E+00,1.20E+05
cheng,NADB 3895 437,,,,CWUF,3.24E+00,0.40875,2.70E+03,0.184,,,2.51E-01,2.64E+00,8.70E+04
cheng,NADB 3896 440,,,,CWUF,1.38E+00,0.61,2.70E+03,0.186,,,2.12E-01,3.07E+00,1.70E+05
cheng,NADB 3897 440,,,,CWUF,7.44E-01,0.549,2.70E+03,0.00376,,,3.77E-03,9.27E+00,2.80E+05
cheng,NADB 3898 440,,,,CWUF,5.58E-01,0.62,2.70E+03,0.843,,,1.08E+00,7.23E+00,3.90E+05
cheng,NADB 3905 440,,,,CWUF,8.93E-01,0.593,2.70E+03,0.216,,,2.38E-01,6.52E+00,2.80E+05
cheng,NADB 3910 453,,,,CWUF,3.30E+00,0.813,1.90E+04,,,,,,0.00E+00
cheng,NADB 3945 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 3946 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 3968 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 3969 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 3991 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 3992 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4014 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4015 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4037 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4038 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4060 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4061 514,,,,CWSF,7.60E+00,0.3,1.50E+02,,,,,,2.10E+03
cheng,NADB 4062 521,,,,CWSF,4.16E+01,0.23,3.40E+02,,,,,,6.90E+02
cheng,NADB 4063 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4064 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4065 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4066 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4067 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4068 523,,,,CWSF,2.97E+00,0.1,2.80E+01,,,,,,3.50E+02
cheng,NADB 4229 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.108,,,1.68E-01,1.51E-01,1.60E+02
cheng,NADB 4246 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.0486,,,5.89E-02,2.24E-01,1.60E+02
cheng,NADB 4247 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.114,,,1.83E-01,1.51E-01,1.60E+02
cheng,NADB 4255 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.152,,,2.89E-01,1.51E-01,1.60E+02
cheng,NADB 4272 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.0464,,,5.57E-02,2.24E-01,1.60E+02
cheng,NADB 4273 530,,,,CWSF,7.67E+00,0.15,2.30E+01,0.105,,,1.60E-01,1.51E-01,1.60E+02
cheng,NADB 4290 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.0505,,,5.58E-02,4.48E-01,3.30E+02
cheng,NADB 4291 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.238,,,3.89E-01,3.02E-01,3.30E+02
cheng,NADB 4308 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.057,,,6.38E-02,4.48E-01,3.30E+02
cheng,NADB 4309 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.256,,,4.36E-01,3.02E-01,3.30E+02
cheng,NADB 4317 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.26,,,4.46E-01,3.02E-01,3.30E+02
cheng,NADB 4334 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.0508,,,5.61E-02,4.48E-01,3.30E+02
cheng,NADB 4335 530,,,,CWSF,3.83E+00,0.15,2.30E+01,0.194,,,2.87E-01,3.02E-01,3.30E+02
cheng,NADB 4352 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.0375,,,4.34E-02,4.48E-01,3.30E+02
cheng,NADB 4353 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.143,,,2.60E-01,3.02E-01,3.30E+02
cheng,NADB 4370 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.0678,,,8.89E-02,4.48E-01,3.30E+02
cheng,NADB 4371 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.183,,,3.99E-01,3.02E-01,3.30E+02
cheng,NADB 4388 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.0374,,,4.33E-02,4.48E-01,3.30E+02
cheng,NADB 4389 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.149,,,2.78E-01,3.02E-01,3.30E+02
cheng,NADB 4406 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.0374,,,4.33E-02,4.48E-01,3.30E+02
cheng,NADB 4407 530,,,,CWSF,7.67E+00,0.3,2.30E+01,0.146,,,2.69E-01,3.02E-01,3.30E+02
cheng,NADB 4424 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.0578,,,6.46E-02,8.95E-01,6.60E+02
cheng,NADB 4425 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.297,,,5.52E-01,6.05E-01,6.60E+02
cheng,NADB 4442 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.0485,,,5.33E-02,8.95E-01,6.60E+02
cheng,NADB 4443 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.271,,,4.76E-01,6.05E-01,6.60E+02
cheng,NADB 4460 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.0498,,,5.49E-02,8.95E-01,6.60E+02
cheng,NADB 4461 530,,,,CWSF,3.83E+00,0.3,2.30E+01,0.231,,,3.72E-01,6.05E-01,6.60E+02
cheng,NADB 963 2,,,,CWSF,1.90E+01,0.3,2.00E+05,0.01,,,1.10E-02,3.01E+01,9.20E+05
cheng,Nahlik and Mitsch  2006,Costa Rica,,,CWSF,6.00E+01,1.9,1.74E+03,0.0393,,,1.59E-01,8.71E-01,2.01E+04
cheng,Nahlik and Mitsch  2006,Costa Rica,,,CWSF,2.70E+01,3.8,1.34E+03,-0.0301,,,-2.06E-02,5.54E-02,6.86E+04
cheng,Nahlik and Mitsch  2006,Costa Rica,,,CWSF,1.00E+00,0.8,6.49E+02,-0.699,,,-5.03E-01,1.31E-01,1.33E+05
cheng,Nahlik and Mitsch  2006,Costa Rica,,,CWSF,3.00E+01,1.2,9.85E+02,0.0239,,,3.49E-02,3.59E-02,1.42E+04
cheng,Nahlik and Mitsch  2006,Costa Rica,,,CWSF,9.00E-01,0.4,8.90E+01,-0.65,,,-4.92E-01,4.73E-02,1.46E+04
cheng,Nahlik and Mitsch  2006,USA,,,CWSF,1.40E+01,,,,,,,,-9.99E+02
shen,"Nie, 2006",Jiangsu,120,31.4,wetland,2,0.8,24,0.181,30.4,18.8,,,
shen,"Nie, 2006",Jiangsu,120,31.4,wetland,4,0.8,24,0.252,63.5,18.4,,,
shen,"Nie, 2007",Jiangsu,120.3,31.5,wetland,0.5,,30,1.754,58.4,18.5,,,
shen,"Nie, 2007",Jiangsu,120.3,31.5,wetland,0.5,,30,1.66,56.4,18.5,,,
shen,"Nie, 2007",Jiangsu,120.3,31.5,wetland,0.5,,30,0.325,15,18.5,,,
shen,"Nie, 2007",Jiangsu,120.3,31.5,wetland,0.5,,30,0.862,35,18.5,,,
cheng,Nivala et al  2006,USA,,,CWUF,,,,,,,,,-9.99E+02
shen,"Pan et al., 2011",,,,wetland,1.8,0.4,0.19,0.444,54,27.5,,,
shen,"Pan et al., 2011",,,,wetland,1.8,0.4,0.19,0.331,44,27.5,,,
shen,"Pan et al., 2012b",Hubei,112.2,30.9,wetland,5,0.45,2300,0.129,47.5,25.8,,,
shen,"Pan et al., 2015",Heilongjiang,133.5,47.6,wetland,2,0.4,1,0.746,77.5,21.5,,,
shen,"Pan, 2019",Chongqing,106.5,29.6,wetland,3,0.2,0.2,0.536,80,30.3,,,
shen,"Pan, 2019",Chongqing,106.5,29.6,wetland,3,0.2,0.2,0.421,71.7,20.4,,,
shen,"Pan, 2019",Chongqing,106.5,29.6,wetland,5,0.2,0.2,0.16,55,10.7,,,
shen,"Pang, 2006",Heilongjiang,126.6,45.8,wetland,10.7,,32,0.031,28.5,13,,,
shen,"Pang, 2006",Heilongjiang,126.6,45.8,wetland,5.3,,32,0.147,54.2,22,,,
cheng,Park and Polprasert 2008,Thailand,,,CWUF,3.50E+00,0.4,2.84E-01,0.306,,,5.48E-01,8.33E-04,1.24E+01
cheng,Park and Polprasert 2008,Thailand,,,CWUF,3.50E+00,0.4,2.84E-01,0.31,,,5.60E-01,9.87E-04,1.24E+01
shen,"Pei et al., 2016",Shandong,117,36.7,wetland,1.2,1.3,4,0.254,26.3,24.4,,,
shen,"Pei et al., 2016",Shandong,117,36.7,wetland,1.2,1.3,4,0.506,45.5,16.9,,,
shen,"Peng et al., 2010",Jiangsu,119.3,32.7,wetland,20,1.9,3000,0.156,95.6,28.6,,,
shen,"Peng et al., 2014",Qinghai,102.5,36.5,wetland,3.6,0.4,4500,0.115,34,18,,,
cheng,Phipps et al  1994,USA,,,CWSF,1.20E+01,0.61,2.40E+04,0.064,,,9.63E-02,1.83E+00,4.54E+06
cheng,Phipps et al  1994,USA,,,CWSF,9.50E+01,0.72,2.40E+04,0.0149,,,3.26E-02,2.70E-01,6.61E+05
cheng,Phipps et al  1994,USA,,,CWSF,1.30E+01,0.69,1.90E+04,0.0689,,,1.11E-01,1.36E+00,3.55E+06
cheng,Poach et al 2003,USA,,,CWUF,6.00E+00,,1.21E+02,-0.0147,,,-1.41E-02,4.17E-02,7.51E+02
cheng,Poach et al 2003,USA,,,CWUF,5.00E+00,,1.21E+02,-0.0382,,,-3.48E-02,5.43E-02,8.60E+02
cheng,Poach et al 2003,USA,,,CWUF,1.20E+01,,2.41E+02,0.295,,,2.80E+00,2.04E-01,7.68E+02
cheng,Poach et al 2003,USA,,,CWUF,1.00E+01,,2.41E+02,0.0189,,,2.09E-02,2.71E-02,8.46E+02
cheng,Poach et al 2003,Australia,,,CWUF,4.00E+00,,,0.5,,,1.60E+00,,-9.99E+02
cheng,Poach et al 2004,USA,,,CWSF,1.40E+01,0.45,4.40E+02,0.0336,,,4.29E-02,1.76E+00,3.60E+03
cheng,Poach et al 2004,,,,CWSF,1.40E+01,0.45,4.40E+02,0.033,,,4.20E-02,1.19E+00,3.60E+03
cheng,Poach et al 2004,,,,CWSF,1.40E+01,0.45,4.40E+02,0.0022,,,2.23E-03,1.45E+00,3.60E+03
cheng,Poach et al 2004,,,,CWSF,1.40E+01,0.45,4.40E+02,0.0449,,,6.25E-02,6.60E-01,3.60E+03
cheng,Poach et al 2004,,,,CWSF,1.40E+01,0.45,4.40E+02,0.0462,,,6.49E-02,9.24E-01,3.60E+03
cheng,Poach et al 2004,,,,CWSF,1.40E+01,0.45,4.40E+02,0.04,,,5.36E-02,3.08E-01,3.60E+03
shen,"Qi et al., 2018",Hainan,109.5,18.3,wetland,0.5,0.3,0.24,3.199,79.8,28,,,
shen,"Qi et al., 2021",Fujian,118.2,24.5,wetland,1,0.65,0.9,0.925,60.4,,,,
shen,"Qi et al., 2021",Fujian,118.2,24.5,wetland,2,0.65,0.9,0.751,77.7,,,,
shen,"Qi et al., 2021",Fujian,118.2,24.5,wetland,3,0.65,0.9,0.485,76.6,,,,
shen,"Qi et al., 2021",Fujian,118.2,24.5,wetland,4,0.65,0.9,0.266,65.5,,,,
shen,"Qiao et al., 1996",Yunnan,102.7,25,wetland,12,,,0.173,87.5,20,,,
shen,"Qu, 2014",Guizhou,104.3,26.9,wetland,2,,500,0.399,55,25.2,,,
shen,"Ran et al., 2010",Yunnan,102.8,25.2,wetland,0.5,0.25,800,1.034,41.1,18.8,,,
cheng,Reilly et al  2000,USA,,,CWSF,2.80E+00,0.55,2.50E+05,,,,,,1.80E+07
cheng,Reilly et al  2000,USA,,,CWSF,1.80E+00,0.55,2.50E+05,,,,,,2.68E+07
cheng,Reilly et al  2000,USA,,,CWSF,1.10E+00,0.52,1.90E+05,,,,,,4.42E+07
cheng,Reilly et al  2000,USA,,,CWSF,3.10E+00,0.24,2.10E+05,,,,,,1.80E+07
cheng,Reilly et al  2000,USA,,,CWSF,1.80E+00,0.24,2.10E+05,,,,,,2.68E+07
cheng,Reilly et al  2000,USA,,,CWSF,1.00E+00,0.24,2.10E+05,,,,,,4.42E+07
cheng,Reilly et al  2000,USA,,,CWSF,9.00E-01,0.1,1.40E+05,,,,,,1.80E+07
cheng,Reilly et al  2000,USA,,,CWSF,7.00E-01,0.1,1.40E+05,,,,,,2.68E+07
cheng,Reilly et al  2000,USA,,,CWSF,3.00E-01,0.1,1.40E+05,,,,,,4.42E+07
cheng,Reinhardt et al  2005,Switzerland,,,CWSF,4.00E+00,0.6,2.35E+03,,,,,,7.62E+04
shen,"Ren, 2014",Hunan,113.2,29.2,wetland,1,1,1,0.493,38.9,23,,,
cheng,Sakadevan  1999,Australia,,,CWSF,5.00E+00,0.5,6.00E+02,0.061,,,7.13E-02,5.31E-01,5.48E+03
cheng,Sakadevan  1999,Australia,,,CWSF,5.00E+00,0.2,6.00E+02,0.104,,,1.37E-01,2.14E-01,2.19E+03
cheng,Sakadevan  1999,Australia,,,CWSF,5.00E+00,0.2,6.00E+02,0.108,,,1.43E-01,2.00E-01,2.19E+03
cheng,Sakadevan  1999,Australia,,,CWSF,1.50E+01,0.2,6.00E+02,0.0994,,,2.29E-01,6.66E-02,7.30E+02
cheng,Sakadevan  1999,Australia,,,CWSF,1.50E+01,0.2,6.00E+02,0.0979,,,2.23E-01,7.04E-02,7.30E+02
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Spain,,,NWSF,3.65E+02,0.91,1.70E+10,0.000945,,,1.13E-03,2.44E+06,3.40E+06
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Spain,,,NWSF,4.23E+02,0.91,1.70E+10,0.000812,,,9.69E-04,5.78E+06,9.05E+07
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Spain,,,NWSF,3.80E+02,0.91,1.70E+10,0.000409,,,4.43E-04,5.41E+06,5.79E+07
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,USA,,,NWSF,1.20E+00,0.25,1.30E+07,,,,,,1.80E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,USA,,,NWSF,1.01E+00,0.25,1.30E+07,,,,,,3.30E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,USA,,,NWSF,9.00E-01,0.25,1.30E+07,,,,,,4.20E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,USA,,,NWSF,1.01E+00,0.25,1.30E+07,,,,,,3.30E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Canada,,,NWUF,6.66E+01,1,2.12E+04,0.0000998,,,1.00E-04,8.77E-02,1.21E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Canada,,,NWUF,3.09E+01,1,1.13E+04,-0.0000889,,,-8.88E-05,1.12E-01,1.36E+05
cheng,Sanchez-Carrillo and Alvarez-Cobelas 2000,Canada,,,NWUF,1.07E+01,1,1.00E+03,0.00512,,,5.26E-03,2.88E-02,3.44E+04
shen,"Shen, 2016",Anhui,117.2,31.7,wetland,1,0.2,200,0.349,29.4,,,,
shen,"Shi, 2018",Jiangsu,120.4,31.5,wetland,8,0.45,0.64,0.08,47.2,19.5,,,
cheng,Song et al 2007,,,,CWSF,1.00E+00,0.1,,,,,,,-999
cheng,Song et al 2007,,,,CWSF,3.00E+00,0.4,,,,,,,-999
shen,"Song et al., 2005c",Jiangsu,120,31.4,wetland,0.3,0.1,67.2,3.769,64.5,28.5,,,
shen,"Song et al., 2019a",Anhui,118.4,29.9,wetland,11,0.9,3674,0.011,11.7,18.5,,,
shen,"Song et al., 2019a",Anhui,118.4,29.9,wetland,11,1.2,5745,0.01,10.3,18.5,,,
shen,"Song et al., 2019a",Anhui,118.4,29.9,wetland,11,0.9,4677,0.01,9.9,18.5,,,
shen,"Song et al., 2019a",Anhui,118.4,29.9,wetland,11,0.9,2042,0.006,6.2,18.5,,,
shen,"Song et al., 2019a",Anhui,118.4,29.9,wetland,11,0.9,13652,0.006,6,18.5,,,
shen,"Song et al., 2019b",Jiangsu,119,33.3,wetland,10,0.3,,0.024,21.4,3.8,,,
shen,"Song et al., 2019b",Jiangsu,119,33.3,wetland,10,0.3,,0.042,34,1.3,,,
shen,"Song et al., 2019b",Jiangsu,119,33.3,wetland,10,0.3,,0.04,32.9,1.4,,,
shen,"Song et al., 2019b",Jiangsu,119,33.3,wetland,10,0.3,,0.073,51.9,3.3,,,
shen,"Song, 2006",Liaoning,121.5,38.9,wetland,3,1.1,2.1,0.55,80.8,23.1,,,
shen,"Song, 2006",Liaoning,121.5,38.9,wetland,2,1.1,2.1,0.714,76,24.5,,,
shen,"Song, 2010",Tianjin,117.2,39.1,wetland,2.4,0.65,1.8,0.185,36.4,29,,,
shen,"Song, 2014",Jiangxi,115.9,28.7,wetland,2,0.75,2.5,0.515,64.3,27,,,
shen,"Song, 2015",Jiangsu,118.8,31.9,wetland,3,0.75,150,0.097,25.2,20,,,
shen,"Song, 2015",Jiangsu,118.8,31.9,wetland,3,0.75,144,0.113,28.8,20,,,
cheng,Spieles  1999,USA,,,CWSF,3.20E+00,,3.00E+04,0.159,,,2.07E-01,3.69E+01,9.90E+05
cheng,Spieles  1999,USA,,,CWSF,2.70E+00,,1.00E+04,0.158,,,1.98E-01,4.60E+00,3.66E+05
cheng,Spieles  1999,USA,,,CWSF,2.80E+00,,1.00E+04,0.172,,,2.22E-01,4.70E+00,3.45E+05
shen,"Sun et al., 2020",Chongqing,104.5,29.6,wetland,3,1.15,1.08,0.197,44.7,22.6,,,
shen,"Sun et al., 2021",Jiangsu,118.3,34,wetland,10,,,0.066,48.2,,,,
shen,"Sun et al., 2021",Jiangsu,118.3,34,wetland,20,,,0.066,73.1,,,,
shen,"Sun et al., 2021",Jiangsu,118.3,34,wetland,30,,,0.051,78.6,,,,
shen,"Tan et al., 2006",Hubei,114.2,30.5,wetland,1.2,1,33.7,0.723,58,12.5,,,
shen,"Tan et al., 2007",Hubei,114.2,30.5,wetland,0.6,1,33.7,0.647,29.9,24.6,,,
shen,"Tan, 2015",Yunnan,102.9,25.3,wetland,10.8,,,0.134,76.5,24,,,
shen,"Tan, 2015",Yunnan,102.9,25.3,wetland,0.9,,,0.131,11.3,24,,,
shen,"Tang et al., 2004",Yunnan,102.7,25,wetland,0.5,0.6,6,1.055,41,,,,
shen,"Tang et al., 2008",Tianjin,,,wetland,0.5,1.3,0.2,2.395,69.8,25.9,,,
shen,"Tang et al., 2008",Tianjin,,,wetland,0.5,1.3,0.2,1.786,59.1,14.6,,,
shen,"Tang, 2012",Shandong,117,36.6,wetland,5,1.5,4.5,0.058,25.4,16,,,
shen,"Tang, 2012",Shandong,117,36.6,wetland,7,1.5,4.5,0.053,31.2,16,,,
shen,"Tang, 2020",Shanghai,121.7,31.4,wetland,3,2.5,4,0.067,18.2,28,,,
cheng,Tanner et al 1995,New Zealand,,,CWSF,2.00E+00,0.6,1.90E+01,0.328,,,4.64E-01,5.13E-02,-1.00E+03
cheng,Tanner et al 1995,,,,CWSF,3.00E+00,0.6,1.90E+01,0.279,,,4.36E-01,2.85E-02,-1.00E+03
cheng,Tanner et al 1995,,,,CWSF,5.50E+00,0.6,1.90E+01,0.267,,,6.09E-01,1.90E-02,-1.00E+03
cheng,Tanner et al 1995,,,,CWSF,7.00E+00,0.6,1.90E+01,0.235,,,5.95E-01,1.18E-02,-1.00E+03
shen,"Tao et al., 2021",Jiangsu,119.8,31.3,wetland,1.3,,450,0.621,54,22.4,,,
shen,"Teng et al., 2020",Jiangsu,118.9,32.1,wetland,1.5,0.67,0.39,0.52,54.2,30,,,
shen,"Teng et al., 2020",Jiangsu,118.9,32.1,wetland,1.5,0.67,0.39,0.769,68.4,30,,,
shen,"Tie et al., 2006",Jiangsu,120,31.4,wetland,4.8,0.45,1.02,0.325,79,30,,,
cheng,Tonderski et al.  2005,Sweden,,,CWSF,2.60E+00,,7.50E+03,,,,,,2.85E+03
cheng,Tonderski et al.  2005,Sweden,,,CWSF,3.60E+00,,1.00E+04,,,,,,2.10E+03
cheng,Tonderski et al.  2005,Sweden,,,CWSF,6.00E-01,,6.50E+03,,,,,,1.17E+04
cheng,van Oostrom 1995,New Zealand,,,CWSF,7.00E+00,0.4,2.88E+00,0.0954,,,1.36E-01,3.24E-02,6.01E+01
cheng,van Oostrom 1995,New Zealand,,,CWSF,7.00E+00,0.4,2.88E+00,0.0926,,,1.30E-01,3.24E-02,6.01E+01
cheng,van Oostrom 1995,New Zealand,,,CWSF,7.00E+00,0.4,2.88E+00,0.0997,,,1.44E-01,3.24E-02,6.01E+01
cheng,van Oostrom 1995,New Zealand,,,CWSF,7.00E+00,0.4,2.88E+00,0.0409,,,4.73E-02,3.24E-02,6.01E+01
cheng,Vohla et al  2006,Estonia,,,CWUF,2.00E+00,1,1.56E+02,,,,,,-9.99E+02
shen,"Wan et al., 2014",,,,wetland,2,0.5,1.5,0.434,58,27.8,,,
shen,"Wan et al., 2014",,,,wetland,2,0.5,1.5,0.378,53,14.8,,,
shen,"Wan et al., 2014",,,,wetland,2,0.5,1.5,0.281,43,1,,,
shen,"Wan et al., 2014",,,,wetland,2,0.5,1.5,0.399,55,17.5,,,
shen,"Wan, 2016",Jiangxi,115.9,28.7,wetland,3,0.48,1.86,0.161,38.3,11,,,
shen,"Wan, 2016",Jiangxi,115.9,28.7,wetland,3.5,0.48,1.86,0.151,41,11,,,
shen,"Wan, 2017",Guangxi,110.6,25.3,wetland,6.1,0.45,417,0.025,13.9,22.8,,,
shen,"Wan, 2017",Guangxi,110.6,25.3,wetland,4.8,0.45,417,0.033,14.6,22.8,,,
shen,"Wang et al., 1998",Jiangsu,120.3,31.5,wetland,7,1.2,200,0.118,56.3,25,,,
shen,"Wang et al., 2006",Jiangsu,120,31.4,wetland,6,1.6,970,0.018,10.5,5,,,
shen,"Wang et al., 2006",Jiangsu,120,31.4,wetland,6,1.62,970,0.077,37,11,,,
shen,"Wang et al., 2006",Jiangsu,120,31.4,wetland,7,1.7,970,0.171,69.7,30.5,,,
shen,"Wang et al., 2014",Jiangsu,120.3,31,wetland,1.5,0.7,1400,0.456,48.6,29.3,,,
shen,"Wang et al., 2014",Jiangsu,120.3,31,wetland,1.5,0.7,1400,0.337,38.9,20,,,
shen,"Wang et al., 2014",Jiangsu,120.3,31,wetland,1.5,0.7,1400,0.313,36.7,6.5,,,
shen,"Wang et al., 2014",Jiangsu,120.3,31,wetland,1.5,0.7,1400,0.351,40.1,17.7,,,
